
200,0,0,105316,74611,13062,12168,6132,77801,67303,26334

200,0,0,516417,151001,59786,15443,7312,228654,371527,37387

200,0,0,689364,293196,35177,34227,50097,483257,197925,187038

200,0,0,289203,216846,38952,31911,35172,405789,536106,129364

200,0,0,1836215,217344,64816,217874,146323,201144,117543,58881

200,0,0,910666,433155,364757,90169,65957,86951,167915,52556

200,0,0,765879,96093,13095,59884,28461,85296,192192,53101

200,0,0,491174,254190,117521,67965,88478,415384,366793,101416

200,0,0,1304965,768919,70636,27905,107449,169307,57414,98069

200,0,0,1276021,221771,14132,79521,22499,208447,159249,76677

200,0,0,756889,92703,31562,20961,36549,340848,292846,172477

200,0,0,79441,26912,7390,8602,21056,109461,163126,27678

200,0,0,464365,1198077,48545,143097,239646,130671,127674,35209

200,0,0,731906,247135,15964,35627,62165,478813,283418,124518

200,0,0,660848,218358,24550,21462,47551,429007,686144,90476

200,0,0,2269695,249055,57039,106623,199725,209403,106903,43339

200,0,0,295075,104471,25897,18324,34163,25840,54932,9580

200,0,0,603506,236071,17611,20292,38660,353716,272125,148585

200,0,0,277860,92409,15425,32573,25679,339223,282331,131035

200,0,0,521413,172427,9451,13999,7004,27731,42128,33869

200,0,0,1160660,881107,71522,72291,175605,180510,107753,94455

200,0,0,1407381,1123633,66222,110271,166948,1686012,1864458,374783

200,0,0,653383,254761,72373,66283,34539,501325,770756,66014

200,0,0,182196,112630,63274,4644,19340,26843,32581,15786

80,0,0,373301,207924,7703,10329,33869,22446,17532,9094

80,0,0,193822,233342,15523,43436,43337,22867,10525,9714

200,0,0,967609,128151,39278,40323,42229,79518,152717,145549

200,0,0,835253,15037,10357,74474,25471,24301,10233,17485

200,0,0,55967,70359,5619,9001,13923,6894,2024,3704

200,0,0,417856,56246,70455,66529,33845,75624,142179,82366

200,0,0,1430164,108313,143416,36845,102823,144823,130987,121563

200,0,0,266267,53040,17723,74074,25938,44559,24034,16959

200,0,0,39013,61735,1176,5968,8554,6209,2704,3145

200,0,0,1165651,156793,180507,22213,55841,126486,82010,75161

200,0,0,513954,43625,55643,24589,18432,27207,28703,14537

200,0,0,123971,391839,10804,25329,28010,19179,15169,14333

200,0,0,692040,75651,5738,25030,12350,49383,48776,22976

200,0,0,1309843,109918,133998,57699,98525,117567,107620,104211

200,0,0,185213,214687,8711,38456,21087,53247,14089,30422

200,0,0,38077,95448,6394,7876,8582,6322,3946,4667

200,0,0,829589,369917,81938,66604,101382,183135,142301,128340

200,0,0,330989,31702,45591,25174,61261,70587,33332,33944

200,0,0,166081,325195,18457,18718,70743,23449,7355,12533

200,0,0,601232,71339,109248,59125,29794,61351,81638,144496

200,0,0,903961,20382,39674,55268,30904,36370,23572,15163

200,0,0,490084,111289,5920,34802,19898,53430,13056,26765

200,0,0,36043,57711,11940,15274,6859,8348,6170,4616

200,0,0,1273625,794109,249111,274867,856988,1287302,739610,669644

200,0,0,814185,21858,9896,57536,26018,22580,10007,8251

200,0,0,161419,322708,20485,23854,70716,25412,11188,10342

200,0,0,575005,68446,126059,72290,38061,70079,112577,92731

200,0,0,904481,19509,13442,39419,18315,33664,27020,16681

200,0,0,515866,112978,6863,32745,31227,40538,14926,25712

200,0,0,34164,87911,7287,7831,8147,7356,3703,4104

200,0,0,1641620,201069,227399,65935,96914,101999,71939,65594

200,0,0,2115975,174884,176074,125830,144879,79854,155945,58550

55,0,0,1269540,368036,42441,121563,86048,69979,70470,95197

55,0,0,577797,245205,182997,74378,8762,148370,139191,81364

200,0,0,1123023,777024,23261,32255,72598,97772,56122,26590

200,0,0,720158,563978,1525751,201624,37459,344986,450885,554794

200,0,0,409764,49182,39435,22489,21301,229741,61070,27388

200,0,0,204055,107925,343417,73600,29519,112657,39297,47639

200,0,0,92683,343301,14989,5165,39718,12173,16134,6991

200,0,0,1173660,1890631,459003,916910,92627,524759,239384,304088

200,0,0,245200,358859,96434,69795,48529,108742,50321,103407

200,0,0,301842,231950,470519,206158,43992,73283,90309,47000

200,0,0,38537,50283,2332,441,6810,4737,3188,1416

200,0,0,1091912,330637,161305,86058,80084,159845,110744,88918

200,0,0,320537,735846,874475,286139,164695,402586,233091,732508

200,0,0,547335,504584,194853,136698,38093,111169,111577,81122

200,0,0,578461,129507,18951,25410,22304,23819,20465,6515

200,0,0,821688,1045934,778098,560415,80765,415807,600465,306057

200,0,0,223856,144140,72186,107113,157122,187796,181390,129152

200,0,0,1516941,721457,892865,594083,108453,183362,556636,250784

200,0,0,405063,82498,15911,12291,38093,14683,21723,4237

200,0,0,325951,17070,73310,21493,37517,199311,94557,49391

200,0,0,1330325,1070791,1268762,575919,355655,659143,347705,319943

200,0,0,165708,247469,156079,172263,84364,268911,206698,127892

200,0,0,84840,41528,2399,2007,5274,5555,1626,1803

200,0,0,205710,137249,18441,7775,30230,18452,11567,27612

200,0,0,391874,131042,375127,81596,39754,59577,61814,43993

200,0,0,859039,463249,1715231,738313,219706,366381,204172,289603

200,0,0,918780,242144,84589,145699,59106,113634,68502,98619

200,0,0,44116,32842,1377,1260,6289,3360,4076,1933

200,0,0,79752,197833,224891,113571,87892,164637,72333,93302

200,0,0,359759,139374,206970,217113,49261,59584,27064,62471

200,0,0,514846,176217,373557,111874,43674,86336,118341,104887

200,0,0,211814,240552,7276,9171,21674,15753,18345,10208

200,0,0,496570,260208,213070,272665,40226,265887,75049,85893

200,0,0,542325,300798,179282,113515,35133,56631,66477,87684

200,0,0,1119395,1134490,1186122,769667,325826,322029,168748,284916

200,0,0,63982,43374,1898,1029,8877,2685,2931,1883

200,0,0,64987,42452,44423,48170,10741,18127,32844,30512

200,0,0,259735,166912,441624,30205,57297,90791,102757,80516

200,0,0,227088,345208,179000,115217,153813,106504,94995,44746

200,0,0,55675,46151,1076,847,5905,5073,2495,998

200,0,0,274653,221533,392894,39173,39016,62106,172247,52018

200,0,0,121584,399052,233668,60659,16679,110408,68581,87047

200,0,0,434274,165434,206648,146852,70236,46857,57530,95699

200,0,0,768623,19485,21102,28095,18325,35550,13933,11870

200,0,0,760716,58640,101700,113726,55088,79856,61401,43508

200,0,0,54116,98367,180477,130008,47668,101225,95955,155282

200,0,0,597693,127247,210701,104368,75110,51876,35605,87673

200,0,0,462274,34062,11495,6970,34403,22124,22645,14418

200,0,0,366234,84376,6759,63839,46124,77472,172721,88811

200,0,0,131532,272454,535509,119734,26587,79989,124263,85223

200,0,0,721645,141668,166376,142906,60319,96412,120706,136198

200,0,0,310147,53514,8958,4272,31997,18614,15282,9304

200,0,0,336338,213548,263031,174770,51264,198974,81642,67422

200,0,0,113929,200291,559896,140609,11282,156382,61994,68957

200,0,0,259977,129205,82641,81746,73499,54886,56342,85810

200,0,0,407755,164640,15041,17874,30179,20311,16035,5583

200,0,0,836042,190121,132773,105297,125608,114070,119746,113437

200,0,0,855413,335591,649237,533311,326448,518821,316645,227009

200,0,0,179031,303523,148247,96025,40242,64410,54565,90380

200,0,0,79421,24636,1260,4040,7392,1714,5371,2548

200,0,0,248203,135620,133275,60419,45310,120631,102795,157358

200,0,0,45963,59186,76973,16020,10342,41330,47475,16776

200,0,0,467202,167260,324459,89655,13494,62226,65439,33661

200,0,0,52774,57366,2929,1030,7479,3511,2646,2330

200,0,0,84847,319326,97630,174477,41111,190597,124770,88775

200,0,0,261036,193329,273644,88365,70309,35749,40891,47614

200,0,0,468643,894382,359892,647317,247583,418591,235702,324814

200,0,0,50439,16653,901,2056,8192,853,1340,1435

200,0,0,543901,116766,240711,211970,22153,51031,86322,104989

200,0,0,686291,263638,150511,140331,81843,78680,90364,35443

200,0,0,379753,1609269,1049485,700878,300429,306295,286647,210590

200,0,0,12085,65625,2734,1372,4129,2715,3514,2163

200,0,0,51955,106040,18813,16223,4393,25323,37167,23427

200,0,0,212442,181423,195447,47907,36205,108653,137623,101387

200,0,0,894159,55434,16685,15810,31043,21276,7203,8985

200,0,0,80640,10751,18814,26809,8186,26738,20602,10824

200,0,0,167894,140796,103605,23538,59178,62053,75313,49645

200,0,0,277711,152147,228708,201872,20509,90131,102210,101284

200,0,0,379039,397847,175514,17980,68261,57570,76630,107938

200,0,0,85045,511100,86303,54763,40411,78119,87435,178117

200,0,0,1729572,498058,444702,514588,295768,346225,262580,571764

200,0,0,316549,642195,141954,97920,69291,78695,72379,125425

200,0,0,38687,31871,1086,997,7306,4675,3444,2052

200,0,0,537554,321183,31641,35100,37911,90612,76563,191429

200,0,0,1506998,651577,776167,702835,416615,444858,196961,288236

200,0,0,95052,7319,232,5302,4359,15586,5179,2931

200,0,0,977099,1186243,239493,440070,223238,226007,923738,401217

200,0,0,1171961,327335,1089531,435338,88012,388864,331839,220853

200,0,0,640975,169966,99821,259583,44600,139947,38699,69527

200,0,0,1631808,1483128,652858,169857,134024,351333,262992,217351

200,0,0,173340,321312,191909,79041,37568,108545,119939,140199

200,0,0,1142281,964933,1089291,1031222,198977,198357,371995,250867

200,0,0,1384493,706552,250528,629967,423588,98176,211424,298396

200,0,0,64834,42861,2834,3856,5851,2332,3362,3741

200,0,0,267688,359829,115350,113834,117127,38914,43045,122644

200,0,0,175431,258984,184243,89460,47173,182031,122251,117721

200,0,0,3048252,495158,55673,76052,17857,91606,128866,37005

200,0,0,1398053,312163,140357,225201,379488,849125,472541,280384

200,0,0,273595,150603,49864,131828,81546,88830,156867,117217

200,0,0,802597,51610,222701,190400,16779,104181,94565,78700

200,0,0,593215,71641,11365,7229,28261,23738,61663,10643

200,0,0,355223,66544,154371,194116,54634,125238,215813,157881

200,0,0,183841,405958,50547,100056,61562,70421,81397,251384

200,0,0,273733,153558,182868,101541,33192,90582,75805,93181

200,0,0,25506,94577,1308,1732,6763,3600,3516,2160

200,0,0,215541,198209,218773,113455,50002,88831,86511,133840

200,0,0,482360,378499,156496,84381,43993,68730,105873,175971

200,0,0,1256857,737911,832230,877625,283703,681438,253530,486023

200,0,0,39274,26438,119,1106,5885,3662,2397,1639

200,0,0,77413,293915,113519,152616,43333,219423,109440,163551

200,0,0,401844,360002,34026,158669,100664,148619,111940,69251

200,0,0,561720,1034398,727166,251426,275244,231590,468621,542411

200,0,0,402991,89893,7783,8000,31254,5519,9079,10152

200,0,0,285480,779198,1092057,292744,217993,395804,352508,585077

200,0,0,144372,353564,501412,108040,56163,127732,53008,69177

200,0,0,872173,1184747,172207,578442,224440,190516,180257,236835

200,0,0,39090,23165,1638,1760,9694,753,1573,1950

200,0,0,732414,701986,157797,132322,35748,56299,43799,49238

200,0,0,42308,146674,19372,19526,11100,28959,13194,21155

200,0,0,321787,1599072,1075982,624015,256388,318596,344816,269873

200,0,0,9194,63160,3465,3043,7526,3670,2467,3777

200,0,0,173491,145712,637313,120103,33552,115583,44346,44246

200,0,0,215275,208867,368623,38670,54600,36482,71514,58124

200,0,0,3308765,324220,35951,92277,19954,94634,81225,38393

200,0,0,29846,47879,12608,6037,10879,65893,63020,16803

200,0,0,144560,299757,491781,667554,175374,383721,316627,591298

200,0,0,1215200,1225997,844498,361395,198982,213121,243574,247987

200,0,0,240416,198877,8810,9656,10281,21628,33026,4698

200,0,0,220558,230515,354055,36540,64214,65891,108606,42780

200,0,0,139046,118963,104726,66803,32697,144535,119680,124303

200,0,0,1228471,517037,1763720,479977,110066,508019,312879,243202

200,0,0,40718,23350,558,1359,6450,2770,1791,1264

200,0,0,144789,188787,82647,135926,53601,157175,94074,106295

200,0,0,179229,117605,434314,99163,32688,64291,97253,48881

200,0,0,2170455,996476,405409,598610,124216,289366,220382,498265

200,0,0,83317,19710,2114,4135,6928,4217,3869,2388

200,0,0,732449,128434,41888,37795,60046,31302,71820,128323

200,0,0,1005906,1064719,356951,206831,175729,245826,265387,551358

200,0,0,600247,103850,7490,2603,9365,37335,12595,14930

200,0,0,34440,35800,72973,14806,9223,42186,57464,34272

200,0,0,106319,195269,575353,133970,3430,111103,90815,57962

200,0,0,1531042,1437209,912256,243493,65848,411728,479053,208280

200,0,0,56761,26433,478,1322,5463,4679,1580,1891

200,0,0,1638985,1059965,489008,227610,111506,252583,272723,427262

200,0,0,1006158,893219,974018,847685,339336,350306,329621,567895

200,0,0,391888,880514,1631018,572511,544414,463949,178180,427185

200,0,0,89838,277768,8001,3075,25861,10079,13099,7032

200,0,0,269351,296110,93915,60860,50292,32831,50116,71470

200,0,0,67625,181606,273210,64182,39500,147692,97179,46205

200,0,0,501407,96315,5904,21252,11400,31195,23379,12642

200,0,0,491239,257556,95185,20365,45060,129001,135692,91566

200,0,0,171151,416173,174084,112845,20041,125691,191357,124261

200,0,0,1676819,437269,448549,533684,364044,827553,228360,643542

200,0,0,67267,26502,2474,4122,8172,2820,3011,2437

200,0,0,123697,246535,202979,123348,15628,115349,223125,96919

200,0,0,958295,120968,360512,156376,49678,73309,43913,58715

200,0,0,55521,57206,870,1881,6867,3214,4729,1448

200,0,0,121254,397007,119933,115078,25740,117842,152203,77341

200,0,0,1236087,1578169,934447,516386,71182,336064,713024,426690

200,0,0,201885,230631,83893,407548,68739,48858,93818,145342

200,0,0,796986,1094336,150231,491658,204026,284735,532758,394117

200,0,0,910757,774967,545163,203955,108504,286223,207913,1069553

200,0,0,694435,667740,1917228,818797,130665,413281,352385,483956

200,0,0,47303,40474,3868,1500,7619,1283,1361,1949

200,0,0,27228,112644,26087,28530,10396,33172,36067,15274

200,0,0,613146,394556,112389,160366,57266,95099,163327,72720

200,0,0,63386,30962,1123,1865,7043,3485,2794,1173

200,0,0,143557,247798,144051,51372,38079,30793,91333,84412

200,0,0,262027,94745,49284,129683,76976,66836,113556,101533

200,0,0,1278399,894474,994982,1191050,214642,285345,383592,409194

200,0,0,592781,282961,228209,24279,29588,161196,139387,73621
ERROR: Packet too long È
200,0,0,169194,147694,212863,66993,36187,64718,51006,84047
ERROR: Packet too long È
200,0,0,376335,1798026,878023,254345,98762,382810,348066,581974
ERROR: Packet too long È
200,0,0,88141,19907,471,1859,5892,1826,1181,2339
ERROR: Packet too long È
200,0,0,21899,96168,27591,28797,17745,44179,47966,12065
ERROR: Packet too long È
200,0,0,452664,100181,317974,150339,23255,133847,47563,51734
ERROR: Packet too long È
200,0,0,496648,109255,3391,12799,25897,21779,17019,6171
ERROR: Packet too long È
200,0,0,22547,86863,36557,17446,6865,21935,30811,26486
ERROR: Packet too long È
200,0,0,343756,182246,356228,103271,44333,67774,73761,60371
ERROR: Packet too long È
200,0,0,896777,223215,149619,43790,18428,71786,62480,204267
ERROR: Packet too long È
200,0,0,33145,13718,1956,1046,8216,1792,1051,1335
ERROR: Packet too long È
200,0,0,723633,638204,951885,476764,269328,277106,541230,561137
ERROR: Packet too long È
200,0,0,884591,744541,446741,690862,319082,328416,166635,647619
ERROR: Packet too long È
200,0,0,982722,1402541,771313,570144,413326,302968,283545,168209
ERROR: Packet too long È
200,0,0,399931,133161,232032,125753,11088,94883,27017,132978
ERROR: Packet too long È
200,0,0,167121,160052,82757,75559,60718,79279,161665,108099
ERROR: Packet too long È
200,0,0,666342,102429,10600,14518,38334,16512,20245,20271
ERROR: Packet too long È
200,0,0,218755,235057,371731,48445,31933,59347,111747,57545
ERROR: Packet too long È
200,0,0,804451,1123890,1495823,187176,162996,351362,226781,100235
ERROR: Packet too long È
200,0,0,139434,522829,259791,99629,125632,53657,58399,50100
ERROR: Packet too long È
200,0,0,148975,117905,236466,61162,79143,61126,66348,113138
ERROR: Packet too long È
200,0,0,253149,147917,154198,77287,53133,78483,82156,100812
ERROR: Packet too long È
200,0,0,320699,163676,272236,64814,41485,82633,85115,111981
ERROR: Packet too long È
200,0,0,116358,20930,348,1933,6249,822,2512,3085
ERROR: Packet too long È
200,0,0,37474,77552,30482,19793,5267,33464,39376,12792
ERROR: Packet too long È
200,0,0,1345055,272872,1655499,646990,172144,501065,356507,268643
ERROR: Packet too long È
200,0,0,388290,75208,3593,12987,32015,13583,17114,5442
ERROR: Packet too long È
200,0,0,58914,81509,10736,11065,11178,11578,17603,23719
ERROR: Packet too long È
200,0,0,324585,321544,106688,76386,46005,57932,34802,81702
ERROR: Packet too long È
200,0,0,1846949,1588966,657979,374102,188942,380393,260168,382810
ERROR: Packet too long È
200,0,0,665702,234443,170177,22301,33481,172973,71249,92431
ERROR: Packet too long È
200,0,0,159131,154503,191363,66608,54732,50375,72895,56505
ERROR: Packet too long È
200,0,0,938687,771550,1620312,636160,119249,235282,281573,255783
ERROR: Packet too long È
200,0,0,101906,18830,223,1257,7125,1344,794,1074
ERROR: Packet too long È
200,0,0,28516,104456,27605,30418,9724,36181,36289,15105
ERROR: Packet too long È
200,0,0,423740,36083,388365,220327,17846,113141,55283,42569
ERROR: Packet too long È
200,0,0,1942948,742208,384233,336491,568963,544811,399485,303034
ERROR: Packet too long È
200,0,0,6522,27184,75241,37464,10086,28599,17830,26490
ERROR: Packet too long È
200,0,0,272889,285378,254637,108326,22102,76259,100062,71144
ERROR: Packet too long È
200,0,0,378759,518424,303471,58903,29005,127495,83109,74240
ERROR: Packet too long È
200,0,0,580743,134339,31180,65430,30234,174012,96502,75577
ERROR: Packet too long È
200,0,0,350394,866758,1079168,416008,93587,383980,231351,687917
ERROR: Packet too long È
200,0,0,118905,122806,466478,117353,20453,154598,71592,27826
ERROR: Packet too long È
200,0,0,70350,22048,214,1759,5456,2353,4621,3928
ERROR: Packet too long È
200,0,0,101035,138334,27225,23256,7239,43764,24926,26017
ERROR: Packet too long È
200,0,0,1595792,350913,1457730,450718,227338,473146,330039,236113
ERROR: Packet too long È
200,0,0,56326,19562,1169,1393,8432,4007,2093,1210
ERROR: Packet too long È
200,0,0,128093,49715,149384,89983,71066,111011,114357,110671
ERROR: Packet too long È
200,0,0,254537,124962,45149,236552,26024,80154,66399,112124
ERROR: Packet too long È
200,0,0,823529,45862,2146,16782,20468,25702,24286,10944
ERROR: Packet too long È
200,0,0,512624,71909,51203,136066,31186,87855,154070,105922
ERROR: Packet too long È
200,0,0,1432677,1171861,471077,778781,161750,186833,209043,336330
ERROR: Packet too long È
200,0,0,308370,169539,66005,171087,95081,54508,48984,161981
ERROR: Packet too long È
200,0,0,976004,61761,139858,91439,55569,93864,48972,69713
ERROR: Packet too long È
200,0,0,202854,254777,255406,164017,59665,32187,126164,106800
ERROR: Packet too long È
200,0,0,152519,407106,422565,251507,50743,75545,95552,233959
ERROR: Packet too long È
200,0,0,84796,134978,12358,5555,24007,34203,24948,12970
ERROR: Packet too long È
200,0,0,960746,574291,173314,471508,163102,621736,412697,260244
ERROR: Packet too long È
200,0,0,298050,122922,112780,130466,31917,67030,54426,188169
ERROR: Packet too long È
200,0,0,438821,57778,30718,22443,20013,26171,34933,14396
ERROR: Packet too long È
200,0,0,183413,629473,192681,14150,97055,50614,98687,140610
ERROR: Packet too long È
200,0,0,50797,24144,23680,17685,15122,12647,6073,19227
ERROR: Packet too long È
200,0,0,1965930,805055,884181,193472,295130,428230,245074,98351
ERROR: Packet too long È
200,0,0,220802,33007,1000,11991,30829,30737,9593,13105
ERROR: Packet too long È
200,0,0,146177,233523,135224,60565,47208,119876,39957,102656
ERROR: Packet too long È
200,0,0,498101,107746,135900,290819,61734,48743,98246,116943
ERROR: Packet too long È
200,0,0,784082,58658,5057,18382,26502,12061,22662,11478
ERROR: Packet too long È
200,0,0,608493,248821,181003,109169,178523,218754,170896,193273
ERROR: Packet too long È
200,0,0,1207112,148815,146928,76123,116375,517979,137109,75807
ERROR: Packet too long È
200,0,0,82794,103741,6958,18675,50200,74699,27621,19858
ERROR: Packet too long È
200,0,0,1607896,967274,168048,298942,579801,767480,389435,183815
ERROR: Packet too long È
200,0,0,38146,44792,97506,40362,27013,22066,37159,16034
ERROR: Packet too long È
200,0,0,472770,165980,30267,77190,23335,321325,321936,119231
ERROR: Packet too long È
200,0,0,437622,173353,127284,23167,64200,23760,96535,83799
ERROR: Packet too long È
200,0,0,898656,95063,40186,15114,24321,43419,16173,28366
ERROR: Packet too long È
200,0,0,2139120,1063427,266568,533899,402398,531484,398777,279263
ERROR: Packet too long È
200,0,0,1030487,196800,18879,189711,54990,163201,108011,58441
ERROR: Packet too long È
200,0,0,24431,81351,10636,14194,8940,5389,3231,2367
ERROR: Packet too long È
200,0,0,1628828,22824,120362,27248,105416,236323,136865,169492
ERROR: Packet too long È
200,0,0,921076,233271,311567,223332,171798,331325,141398,71770
ERROR: Packet too long È
200,0,0,18164,81794,2133,5264,16537,6901,1835,4014
ERROR: Packet too long È
200,0,0,1288378,227167,74849,65902,169829,365363,209824,63467
ERROR: Packet too long È
200,0,0,529312,362754,51781,192298,56709,196926,186929,84897
ERROR: Packet too long È
200,0,0,242653,358639,32848,55536,21484,15330,19186,22515
ERROR: Packet too long È
200,0,0,978953,497677,328721,48435,49885,120142,152591,124260
ERROR: Packet too long È
200,0,0,763643,375801,133455,73263,286038,174349,167220,69817
ERROR: Packet too long È
